7127,19,14700,10 Years with AOD! Congratulations!,1621795422
8919,19,29133,10 years!,1714793260
8921,19,27750,Congrats on 10 years!!,1714798019
4064,19,8997,My little recruit has grown up ^_^,1559264938
8928,19,29260,10 years with AOD!,1715001779
1763,19,3716,"",1474813330
4853,19,10264,"",1585357086
8443,19,22160,10 Years with AOD! Congratulations!,1677970255
2301,19,48618,"",1497805916
2816,18,21805,"",1517357818
6656,18,34810,5 years of service.,1612500902
7170,18,45133,Congrats on your 5 years of gaming with AOD.,1621893085
7173,18,42728,Congrats on your 5 years of gaming with AOD.,1621893310
3078,18,21439,5 Years with AOD!  HOT DAMN OTAKU!,1523104924
8198,18,54941,5 Years of service!,1660021969
8710,18,62068,Commemorating 5 Years of AOD Service Guardian. Congratulations!,1699364305
3079,18,21441,5 Years with AOD!  WOOT VAYNARD!,1523104951
6407,18,40361,5 Years with AOD!~,1606690963
8199,18,55018,5 Years of service!,1660021995
8457,18,59824,Congratulations on 5 years!,1678579835
8458,18,59811,Congratulations on 5 years!,1678579845
8459,18,60411,Congratulations on 5 years!,1678579859
8204,18,54211,5 Years in AOD,1660356168
3085,18,21697,5 Years with AOD!,1523105088
7182,18,40630,5 Years in AOD!,1621953843
3087,18,21842,5 Years with AOD!,1523105167
4369,18,32509,Grats on 5 years in AOD.  Proud to know you!,1572312169
8212,18,54476,5 years with AOD!,1660936048
8213,18,54881,5 years with AOD!,1660936080
8469,18,60082,5 YEARS!,1679249921
8725,18,66114,Nerd,1701645456
7959,18,50789,5 Years of Service!,1648926353
7960,18,51663,5 Years of Service!,1648926362
7194,18,41924,5 years with AOD!,1622010803
7195,18,43995,5 years with AOD!,1622010874
7196,18,80977,5 years with AOD!,1631255760
6685,18,42362,Congratulations on 5 years of service to AOD.,1613929032
6686,18,41037,Congratulations on 5 years of service to AOD.,1613929120
8478,18,60632,5 years with AOD!,1681176061
6688,18,39188,Congratulations on 5 years of service to AOD.,1613929420
8736,18,65194,5 years in AOD!,1703539724
8738,18,27308,Member has been a member of AOD for 5 years! Congratulations!!,1703843360
803,18,10502,Member has been a member of AOD for 5 years! Congratulations!!,1432787399
5924,18,36609,Grats on 5 Years DC!,1597522779
3109,18,1,15 Years!  10 yr award + 5 yr award = 15 year award! 15 years (at least for these forums)!,1523314227
3110,18,3407,15 Years!  10 yr award + 5 yr award = 15 year award! 15 years (at least for these forums)!,1523314298
6438,18,34138,5 years as an AOD Member!,1607926490
3111,18,17242,15 Years!  10 yr award + 5 yr award = 15 year award! 15 years (at least for these forums)!,1523314340
3112,18,3419,15 Years!  10 yr award + 5 yr award = 15 year award! 15 years (at least for these forums)!,1523314364
7208,18,43769,5 years of service.,1622068208
9000,18,70832,"",1721089235
6697,18,33819,5 years of service,1614133005
7209,18,43957,5 years of service.,1622068395
9002,18,70753,"",1721089296
7467,18,58289,5 years with AOD!,1630333735
7723,18,48716,5 years with AOD!,1637880439
9004,18,53782,"",1721089369
3885,18,3438,15 Years! 10 yr award + 5 yr award = 15 year award! 15 years (at least for these forums)!,1550620215
7213,18,49460,5 years of service.,1622068519
3886,18,3443,15 Years! 10 yr award + 5 yr award = 15 year award! 15 years (at least for these forums)!,1550620226
6959,18,35944,5 years with AOD!,1619574559
3376,18,24693,Member has been in AOD for at least 5 years.,1532835913
8497,18,59896,5 years with AOD! Congrats!,1683421549
3891,18,27205,5 years with AOD!  YAY!,1547337180
7221,18,45116,5 years of service.,1622069532
7477,18,27750,5 years,1631130912
8758,18,34959,5 years with AOD!,1706053581
3895,18,27320,Whale Whale Whale!,1550620474
7224,18,49121,5 years of service.,1622069617
7227,18,45501,5 years of service.,1622069751
7739,18,48920,5 Years with AOD!,1638626683
7228,18,39551,5 years of service.,1622069792
7740,18,39290,5 Years with AOD!,1638626947
8765,18,59373,5 years with AOD!,1708174172
9024,18,7229,5 Years in AOD! (Legacy issue),1723231511
1601,18,15725,Commemorating 5 Years of AOD membership.,1468866086
8513,18,61920,Congrats on 5 years with AOD!,1684552091
8769,18,67882,Member has been a member of AOD for 5 years! Congratulations!!,1709392053
9026,18,71484,Congratulations on 5 years of service to AOD,1723566252
7236,18,30861,5 years of service.,1622069996
7237,18,21703,5 years of service.,1622070019
8517,18,35543,5 years with AOD!,1684605425
7238,18,33825,5 years of service.,1622070044
7750,18,26758,5 Years with AOD!,1638627069
7239,18,31456,5 years of service.,1622070065
9031,18,71753,Commemorating 5 Years of AOD membership. Awesome.,1725970952
8777,18,60632,For 5 years of faithful service to Angels of Death!,1711241588
8778,18,66001,5 rotations of earth have passed.,1711416464
9034,18,55295,5 years with AOD!,1726914530
9040,18,72495,"",1729247832
9041,18,72150,"",1729247878
7250,18,23172,5 years of service.,1622070478
8018,18,53201,5 years with AOD!,1652493712
7507,18,47415,5 years with AOD!,1631994920
4180,18,29232,"5 years in AOD, Congrats :)",1565052119
7252,18,33044,5 years of service.,1622070515
9045,18,72633,Congrats on your 5 year milestone with AOD!,1731269313
8023,18,52375,5 years with AOD!,1652493834
8535,18,57510,It's been 5 years with AOD - Congratulations!,1684987363
9047,18,72956,5 years!,1732482814
8025,18,51510,5 years with AOD!,1652493914
8537,18,61918,It's been 5 years with AOD - Congratulations!!!,1684987519
8027,18,51214,5 years with AOD!,1652493957
7516,18,47708,5 years in AOD,1632916675
8028,18,50841,5 years with AOD!,1652493979
8797,18,68677,5 years with AOD!,1712253971
8286,18,29260,Congrats!,1665626011
9054,18,67455,"",1734656311
8799,18,68239,5 years! Congrats!,1712329597
7265,18,46317,Congrats on 5 years in AOD!,1622123506
8036,18,35580,5 years with AOD!,1652646512
5991,18,37184,cONGRATS ON 5,1598665099
4458,18,32515,Five years of service! Congrats!,1575348807
5482,18,34936,5 years with AOD!,1590114988
3692,18,34445,here ya go bud,1545056094
8563,18,63527,Member has been a member of AOD for 5 years! Congratulations!!,1688124467
8565,18,54253,Member has been a member of AOD for 5 years! Congratulations!!,1688135666
7798,18,49472,5 years with AOD!,1642043609
8312,18,54487,5 years with AOD!,1668647881
7801,18,49952,5 years with AOD!,1642043765
2426,18,19955,5 years with AOD!,1503408008
7802,18,53449,5 years with AOD!,1642043806
8314,18,22599,5 years with AOD!,1668648232
2427,18,20004,5 years with AOD!,1503408029
8317,18,25216,5 years with AOD!,1668648300
3968,18,28093,5 Years with AOD!  Congrats!,1553903010
4736,18,32540,5 Years in AOD,1579467600
3713,18,26520,5 years with AOD!,1545946695
8321,18,36315,5 years with AOD!,1668648414
8577,18,63207,5 years with AOD!,1689421341
6786,18,43249,5 years of service.,1616038715
8578,18,62884,5 years with AOD!,1689421484
8069,18,51486,5 years with AOD!,1654644364
4230,18,30720,5 years with AOD!,1567644224
8327,18,56800,5 years with AOD!,1668831532
4232,18,31832,"",1567994461
8328,18,56835,5 years with AOD!,1668831575
2699,18,20285,5 years!  YAY!,1511361618
1933,18,17836,5 Years Woot,1481951408
1937,18,17724,5 years with AOD!  WOO!,1482352544
2705,18,20755,5 years!  YAY!,1511361782
8849,18,51864,"A couple years late, but congratulations on 5 years in AOD!",1713198755
1938,18,17730,5 years with AOD!  WOO!,1482352562
8597,18,45758,5 Years with AOD,1690760601
3736,18,27004,5 years!,1546634540
7578,18,47415,5 Years with AOD!,1634177252
8859,18,59400,5 years with AOD!,1713644009
8093,18,53567,5 years with AOD!,1655695490
8098,18,53683,"Grats on Five years. Thank you for being my friend and looking out for me
 Yarrrrrrr!!!",1656262287
8617,18,62859,Commemorating 5 Years of AOD membership. Congratulations!,1690993345
6831,18,60775,User has 5 years with AOD!,1617499004
4786,18,34208,5 Years with AOD!,1582774047
4790,18,29133,5 years with AOD!,1582774517
8375,18,57681,5 years with AOD!,1674291627
8376,18,58056,5 years with AOD!,1674291659
8377,18,21441,10 years with AOD!,1674291688
8378,18,21439,10 years with AOD!,1674291709
5564,18,32795,5 years!,1592881976
8380,18,26633,5 / 9.1 YEAR barge,1674702726
5568,18,35283,5 years!,1592882240
3528,18,3427,15 Years! 10 yr award + 5 yr award = 15 year award! 15 years (at least for these forums)!,1537623330
3529,18,34478,15 Years! 10 yr award + 5 yr award = 15 year award! 15 years (at least for these forums)!,1537623352
6601,18,14700,5 years with AOD!,1610834162
8905,18,64885,5 years with AOD!,1714680951
3787,18,27343,5 years dude!,1548452456
5326,18,35859,Being in AOD for 5 years glad to have you with us .. on to the next 5,1588969214
8657,18,64312,"",1693661135
8404,18,60052,5 YEARS!,1676352911
8916,18,62580,5 years!,1714792850
8917,18,60586,5 years!,1714792977
8406,18,60442,5 YEARS!,1676352954
217,18,8997,5 years with AOD!,1401636436
7129,18,37209,5 years!!,1621800179
8412,18,62339,YEAH YEAH YEAH,1676353647
8413,18,62375,5 YEARS!,1676353665
8414,18,63310,5 YEARS!,1676353683
8927,18,69812,5 Years with AOD!,1715001741
5856,18,35500,Congratulations on your time spent here with AOD! Continue to be amazing! We wouldn't be here without you!,1595807474
8416,18,63822,5 YEARS!,1676354485
8417,18,63917,5 YEARS!,1676354510
8162,18,38460,5 years in AOD,1659302136
8420,18,64364,5 YEARS!,1676354562
8422,18,64571,5 YEARS!,1676354592
8934,18,44725,5 years with AOD!,1715102223
8423,18,64970,5 YEARS!,1676354607
8680,18,56210,Member has been a member of AOD for 5 years! Congratulations!!,1694788491
7145,18,39000,5 years with AOD!,1621825524
3306,18,23671,"Just think, 5 more years til we have the Star Citizen division!",1529536515
8426,18,64971,5 YEARS!,1676354667
8430,18,65993,5 YEARS!,1676354727
8686,18,64975,Member has been a member of AOD for 5 years! Congratulations!!,1696162080
8432,18,66112,5 YEARS!,1676354755
7155,18,44493,5 years with AOD!,1621825745
8693,18,63638,"grats, ya turd muffin on 5 years.",1698264046
763,18,10264,5 Years!,1428966968
8445,18,60257,Congratulations for 5 years! Thank you for everything Catfish!,1678231528
3326,18,24241,5 years with AOD!  Hot damn!,1530717918
3582,18,25996,KESTAH!,1539956211
6654,18,36028,5 years of service.,1612500804
3839,18,27416,5 years! Hoo rah!,1549616919
8703,18,65578,Member has been a member of AOD for 5 years! Congratulations!!,1698792727
